Car_Name                    ,Variant                            ,Kilometers ,Fuel_Type ,Transmission ,EMI              ,Price_original ,Price
2016 Hyundai Grand i10      ,ASTA AT 1.2 KAPPA VTVT             ,57.17k km  ,Petrol    ,Auto         ,"EMI ₹6,686/m*"  ,₹3.42 lakh     ,
2022 Hyundai GRAND I10 NIOS ,SPORTZ 1.2 KAPPA VTVT CNG          ,21.09k km  ,Petrol    ,Manual       ,"EMI ₹10,753/m*" ,₹5.85L         ,₹5.50 lakh
2015 Hyundai Elite i20      ,MAGNA 1.2                          ,1.2L km    ,Petrol    ,Manual       ,"EMI ₹7,830/m*"  ,₹3.52 lakh     ,
2021 Hyundai NEW SANTRO     ,SPORTZ EXECUTIVE MT CNG            ,44.49k km  ,Petrol    ,Manual       ,"EMI ₹9,286/m*"  ,₹4.80L         ,₹4.75 lakh
2015 Hyundai Creta          ,SX PLUS 1.6 DIESEL                 ,1.0L km    ,Diesel    ,Manual       ,"EMI ₹19,092/m*" ,₹7.25 lakh     ,
2023 Hyundai EXTER          ,S 1.2 AMT                          ,13.33k km  ,Petrol    ,Auto         ,"EMI ₹13,666/m*" ,₹6.99 lakh     ,
2017 Hyundai Grand i10      ,SPORTZ 1.2 KAPPA VTVT              ,19.81k km  ,Petrol    ,Manual       ,"EMI ₹7,253/m*"  ,₹3.71 lakh     ,
2016 Hyundai Creta          ,S 1.4 DIESEL                       ,1.0L km    ,Diesel    ,Manual       ,"EMI ₹14,014/m*" ,₹6.30 lakh     ,
2012 Hyundai New Elantra    ,1.8 SX MT VTVT                     ,1.4L km    ,Petrol    ,Manual       ,"EMI ₹12,569/m*" ,₹2.67 lakh     ,
2018 Hyundai Grand i10      ,ASTA 1.2 KAPPA VTVT                ,6.45k km   ,Petrol    ,Manual       ,"EMI ₹8,055/m*"  ,₹4.12 lakh     ,
2013 Hyundai i20            ,SPORTZ 1.4 CRDI                    ,1.3L km    ,Diesel    ,Manual       ,"EMI ₹14,828/m*" ,₹3.15 lakh     ,
2015 Hyundai Elite i20      ,MAGNA 1.2                          ,1.6L km    ,Petrol    ,Manual       ,"EMI ₹7,608/m*"  ,₹3.42 lakh     ,
2024 Hyundai AURA           ,SX 1.2 CNG                         ,28.00k km  ,Petrol    ,Manual       ,"EMI ₹16,484/m*" ,₹8.66 lakh     ,
2016 Hyundai Creta          ,BASE 1.6 PETROL                    ,29.00k km  ,Petrol    ,Manual       ,"EMI ₹12,004/m*" ,₹6.14 lakh     ,
2017 Hyundai Grand i10      ,SPORTZ (O) AT 1.2 KAPPA VTVT       ,28.68k km  ,Petrol    ,Auto         ,"EMI ₹7,996/m*"  ,₹4.09 lakh     ,
2016 Hyundai Grand i10      ,SPORTZ 1.2 KAPPA VTVT              ,44.78k km  ,Petrol    ,Manual       ,"EMI ₹6,784/m*"  ,₹3.47 lakh     ,
2023 Hyundai Verna          ,1.5 TURBO GDI MT SX                ,18.15k km  ,Petrol    ,Manual       ,"EMI ₹21,889/m*" ,₹11.50 lakh    ,
2015 Hyundai Grand i10      ,SPORTZ 1.2 KAPPA VTVT              ,51.55k km  ,Petrol    ,Manual       ,"EMI ₹8,342/m*"  ,₹3.75 lakh     ,
2021 Hyundai NEW SANTRO     ,SPORTZ CNG                         ,17.39k km  ,Petrol    ,Manual       ,"EMI ₹11,046/m*" ,₹5.65 lakh     ,
2023 Hyundai Creta          ,SX (O) IVT 1.5 PETROL              ,20.38k km  ,Petrol    ,Auto         ,"EMI ₹32,263/m*" ,₹16.95 lakh    ,
2017 Hyundai New Elantra    ,2.0 SX(O) AT PETROL                ,70.89k km  ,Petrol    ,Auto         ,"EMI ₹13,685/m*" ,₹7.00 lakh     ,
2015 Hyundai Creta          ,S 1.6 PETROL                       ,88.48k km  ,Petrol    ,Manual       ,"EMI ₹12,791/m*" ,₹5.75 lakh     ,
2019 Hyundai Elite i20      ,MAGNA PLUS 1.2                     ,23.62k km  ,Petrol    ,Manual       ,"EMI ₹9,971/m*"  ,₹5.10 lakh     ,
2016 Hyundai Elite i20      ,SPORTZ 1.2                         ,63.95k km  ,Petrol    ,Manual       ,"EMI ₹7,566/m*"  ,₹3.87 lakh     ,
2019 Hyundai Grand i10      ,MAGNA 1.2 KAPPA VTVT               ,20.58k km  ,Petrol    ,Manual       ,"EMI ₹7,722/m*"  ,₹3.95 lakh     ,
2020 Hyundai GRAND I10 NIOS ,SPORTZ 1.2 KAPPA VTVT              ,39.99k km  ,Petrol    ,Manual       ,"EMI ₹9,482/m*"  ,₹4.85 lakh     ,
2017 Hyundai Creta          ,SX PLUS 1.6 PETROL                 ,40.56k km  ,Petrol    ,Manual       ,"EMI ₹13,685/m*" ,₹7.00 lakh     ,
2015 Hyundai Creta          ,SX PLUS 1.6 PETROL                 ,32.05k km  ,Petrol    ,Manual       ,"EMI ₹13,347/m*" ,₹6.00 lakh     ,
2024 Hyundai AURA           ,S 1.2 CNG                          ,8.90k km   ,Petrol    ,Manual       ,"EMI ₹15,464/m*" ,₹7.91 lakh     ,
2015 Hyundai Creta          ,SX PLUS 1.6 PETROL                 ,51.39k km  ,Petrol    ,Manual       ,"EMI ₹14,370/m*" ,₹6.46 lakh     ,
2016 Hyundai Creta          ,SX PLUS AT 1.6 PETROL              ,16.94k km  ,Petrol    ,Auto         ,"EMI ₹14,663/m*" ,₹8.00L         ,₹7.50 lakh
2024 Hyundai AURA           ,SX 1.2 CNG                         ,27.00k km  ,Petrol    ,Manual       ,"EMI ₹15,418/m*" ,₹8.40L         ,₹8.10 lakh
2015 Hyundai Eon            ,MAGNA +                            ,28.49k km  ,Petrol    ,Manual       ,"EMI ₹5,539/m*"  ,₹2.49 lakh     ,
2015 Hyundai Creta          ,SX PLUS 1.6 PETROL                 ,68.66k km  ,Petrol    ,Manual       ,"EMI ₹13,347/m*" ,₹6.00 lakh     ,
2020 Hyundai NEW SANTRO     ,SPORTZ CNG                         ,1.1L km    ,Petrol    ,Manual       ,"EMI ₹7,786/m*"  ,₹3.77L         ,₹3.50 lakh
2013 Hyundai Verna          ,FLUIDIC 1.6 CRDI SX OPT AT         ,1.7L km    ,Diesel    ,Auto         ,"EMI ₹17,182/m*" ,₹3.65 lakh     ,
2017 Hyundai Grand i10      ,SPORTZ (O) AT 1.2 KAPPA VTVT       ,66.32k km  ,Petrol    ,Auto         ,"EMI ₹9,306/m*"  ,₹4.76 lakh     ,
2017 Hyundai Elite i20      ,SPORTZ 1.2                         ,58.97k km  ,Petrol    ,Manual       ,"EMI ₹9,267/m*"  ,₹4.74 lakh     ,
2023 Hyundai GRAND I10 NIOS ,SPORTZ 1.2 KAPPA VTVT CNG          ,40.73k km  ,Petrol    ,Manual       ,"EMI ₹12,121/m*" ,₹6.20 lakh     ,
2020 Hyundai GRAND I10 NIOS ,SPORTZ 1.2 KAPPA VTVT CNG          ,25.87k km  ,Petrol    ,Manual       ,"EMI ₹11,261/m*" ,₹5.76 lakh     ,
2017 Hyundai Grand i10      ,ASTA 1.2 KAPPA VTVT                ,35.10k km  ,Petrol    ,Manual       ,"EMI ₹7,038/m*"  ,₹3.60 lakh     ,
2017 Hyundai Xcent          ,BASE 1.1                           ,1.6L km    ,Diesel    ,Manual       ,"EMI ₹7,830/m*"  ,₹3.52 lakh     ,
2020 Hyundai VENUE          ,SX PLUS 1.0 TURBO DCT              ,36.44k km  ,Petrol    ,Auto         ,"EMI ₹14,833/m*" ,₹7.59 lakh     ,
2018 Hyundai NEW SANTRO     ,MAGNA CNG                          ,70.06k km  ,Petrol    ,Manual       ,"EMI ₹6,417/m*"  ,₹3.28 lakh     ,
2023 Hyundai GRAND I10 NIOS ,SPORTZ 1.2 KAPPA VTVT CNG          ,67.42k km  ,Petrol    ,Manual       ,"EMI ₹13,568/m*" ,₹6.94 lakh     ,
2017 Hyundai Creta          ,SX PLUS AT 1.6 PETROL              ,32.25k km  ,Petrol    ,Auto         ,"EMI ₹14,663/m*" ,₹8.00L         ,₹7.50 lakh
2018 Hyundai Grand i10      ,ASTA 1.2 KAPPA VTVT                ,37.33k km  ,Petrol    ,Manual       ,"EMI ₹8,426/m*"  ,₹4.31 lakh     ,
2018 Hyundai NEW SANTRO     ,MAGNA CNG                          ,66.37k km  ,Petrol    ,Manual       ,"EMI ₹6,901/m*"  ,₹3.53 lakh     ,
2021 Hyundai GRAND I10 NIOS ,SPORTZ 1.2 KAPPA VTVT CNG          ,65.64k km  ,Petrol    ,Manual       ,"EMI ₹10,753/m*" ,₹5.50 lakh     ,
2017 Hyundai Xcent          ,S 1.2                              ,1.0L km    ,Petrol    ,Manual       ,"EMI ₹7,474/m*"  ,₹3.36 lakh     ,
2021 Hyundai GRAND I10 NIOS ,SPORTZ 1.2 KAPPA VTVT CNG          ,73.70k km  ,Petrol    ,Manual       ,"EMI ₹10,362/m*" ,₹5.30 lakh     ,
2024 Hyundai Verna          ,SX 1.5 l MPI                       ,6.97k km   ,Petrol    ,Manual       ,"EMI ₹20,937/m*" ,₹11.00 lakh    ,
2024 Hyundai Creta N Line   ,N8 1.5 Turbo MT                    ,14.5L km   ,Petrol    ,Manual       ,"EMI ₹30,439/m*" ,₹15.00L        ,₹14.00 lakh
2016 Hyundai Creta          ,SX 1.6 Petrol                      ,68.19k km  ,Petrol    ,Manual       ,"EMI ₹12,160/m*" ,₹6.22 lakh     ,
2015 Hyundai Creta          ,SX 1.6 DIESEL                      ,1.1L km    ,Diesel    ,Manual       ,"EMI ₹18,671/m*" ,₹7.09 lakh     ,
2020 Hyundai GRAND I10 NIOS ,SPORTZ 1.2 KAPPA VTVT              ,43.77k km  ,Petrol    ,Manual       ,"EMI ₹8,798/m*"  ,₹4.50 lakh     ,
2019 Hyundai VENUE          ,SX PLUS 1.0 TURBO DCT              ,11.28k km  ,Petrol    ,Auto         ,"EMI ₹15,646/m*" ,₹8.22 lakh     ,
2019 Hyundai NEW SANTRO     ,SPORTZ CNG                         ,67.92k km  ,Petrol    ,Manual       ,"EMI ₹7,214/m*"  ,₹3.69 lakh     ,
2021 Hyundai NEW I20        ,ASTA 1.2 AT                        ,34.23k km  ,Petrol    ,Auto         ,"EMI ₹15,347/m*" ,₹7.85 lakh     ,
2019 Hyundai NEW SANTRO     ,SPORTZ CNG                         ,67.13k km  ,Petrol    ,Manual       ,"EMI ₹7,038/m*"  ,₹3.60 lakh     ,
2022 Hyundai Verna          ,SX (O)1.5 MPi                      ,39.49k km  ,Petrol    ,Manual       ,"EMI ₹16,331/m*" ,₹8.58 lakh     ,
2015 Hyundai Creta          ,SX PLUS 1.6 PETROL                 ,1.0L km    ,Petrol    ,Manual       ,"EMI ₹12,234/m*" ,₹5.50 lakh     ,
2017 Hyundai Xcent          ,S 1.2                              ,67.44k km  ,Petrol    ,Manual       ,"EMI ₹6,588/m*"  ,₹3.37 lakh     ,
2022 Hyundai VENUE          ,SX 1.5 CRDI                        ,67.90k km  ,Diesel    ,Manual       ,"EMI ₹18,425/m*" ,₹9.68 lakh     ,
2017 Hyundai Xcent          ,S AT 1.2                           ,59.56k km  ,Petrol    ,Auto         ,"EMI ₹7,449/m*"  ,₹3.81 lakh     ,
2015 Hyundai Creta          ,SX PLUS AT 1.6 DIESEL              ,87.46k km  ,Diesel    ,Auto         ,"EMI ₹19,750/m*" ,₹7.50 lakh     ,
2022 Hyundai GRAND I10 NIOS ,SPORTZ 1.2 KAPPA VTVT CNG          ,33.36k km  ,Petrol    ,Manual       ,"EMI ₹11,945/m*" ,₹6.11 lakh     ,
2013 Hyundai New Elantra    ,1.8 SX MT VTVT                     ,1.6L km    ,Petrol    ,Manual       ,"EMI ₹10,097/m*" ,₹3.04 lakh     ,
2023 Hyundai AURA           ,SX 1.2 CNG                         ,31.12k km  ,Petrol    ,Manual       ,"EMI ₹14,819/m*" ,₹7.58 lakh     ,
2019 Hyundai Creta          ,SX AT 1.6 PETROL                   ,1.1L km    ,Petrol    ,Auto         ,"EMI ₹20,655/m*" ,₹9.50 lakh     ,
2018 Hyundai Creta          ,S PLUS 1.4 DIESEL                  ,82.87k km  ,Diesel    ,Manual       ,"EMI ₹15,475/m*" ,₹8.13 lakh     ,
2021 Hyundai Creta          ,SX (O) IVT 1.5 PETROL              ,60.82k km  ,Petrol    ,Auto         ,"EMI ₹29,103/m*" ,₹15.29 lakh    ,
2015 Hyundai Creta          ,S 1.6 PETROL                       ,48.65k km  ,Petrol    ,Manual       ,"EMI ₹12,257/m*" ,₹5.75L         ,₹5.51 lakh
2017 Hyundai Creta          ,SX PLUS AT 1.6 PETROL              ,29.23k km  ,Petrol    ,Auto         ,"EMI ₹15,703/m*" ,₹8.25 lakh     ,
2019 Hyundai VENUE          ,SX (O) 1.5 CRDI                    ,1.0L km    ,Diesel    ,Manual       ,"EMI ₹19,481/m*" ,₹8.96 lakh     ,
2016 Hyundai Creta          ,SX PLUS AT 1.6 DIESEL              ,1.4L km    ,Diesel    ,Auto         ,"EMI ₹15,571/m*" ,₹7.00 lakh     ,
2020 Hyundai VENUE          ,S 1.2                              ,52.02k km  ,Petrol    ,Manual       ,"EMI ₹12,317/m*" ,₹6.30 lakh     ,
2015 Hyundai Creta          ,SX PLUS 1.6 PETROL                 ,52.31k km  ,Petrol    ,Manual       ,"EMI ₹14,548/m*" ,₹6.54 lakh     ,
2021 Hyundai ALCAZAR        ,1.5 SIGNATURE (O) AT 6STR          ,1.8L km    ,Diesel    ,Auto         ,"EMI ₹26,901/m*" ,₹12.37 lakh    ,
2021 Hyundai Creta          ,SX (O) IVT 1.5 PETROL              ,31.34k km  ,Petrol    ,Auto         ,"EMI ₹24,744/m*" ,₹13.50L        ,₹13.00 lakh
2018 Hyundai Creta          ,SX AT 1.6 PETROL                   ,27.87k km  ,Petrol    ,Auto         ,"EMI ₹16,997/m*" ,₹8.93 lakh     ,
2019 Hyundai VENUE          ,SX (O) 1.5 CRDI                    ,66.50k km  ,Diesel    ,Manual       ,"EMI ₹13,947/m*" ,₹7.13 lakh     ,
2013 Hyundai New Elantra    ,1.6 SX AT DIESEL                   ,1.8L km    ,Diesel    ,Auto         ,"EMI ₹14,828/m*" ,₹3.15 lakh     ,
2018 Hyundai Elite i20      ,ASTA 1.2                           ,38.03k km  ,Petrol    ,Manual       ,"EMI ₹9,834/m*"  ,₹5.03 lakh     ,
2018 Hyundai Xcent          ,S AT 1.2                           ,46.90k km  ,Petrol    ,Auto         ,"EMI ₹7,703/m*"  ,₹3.94 lakh     ,
2025 Hyundai NEW I20        ,SPORTZ 1.2 IVT                     ,2.95k km   ,Petrol    ,Auto         ,"EMI ₹17,492/m*" ,₹9.19 lakh     ,
2020 Hyundai VENUE          ,SX 1.0 (O) TURBO                   ,45.12k km  ,Petrol    ,Manual       ,"EMI ₹13,685/m*" ,₹7.50L         ,₹7.00 lakh
2018 Hyundai Elite i20      ,ASTA 1.2  CVT                      ,27.06k km  ,Petrol    ,Auto         ,"EMI ₹10,440/m*" ,₹5.34 lakh     ,
2022 Hyundai NEW I20        ,ASTA (O) 1.2 MT                    ,59.51k km  ,Petrol    ,Manual       ,"EMI ₹14,408/m*" ,₹7.37 lakh     ,
2012 Hyundai New Elantra    ,1.8 S VTVT                         ,34.20k km  ,Petrol    ,Manual       ,"EMI ₹21,889/m*" ,₹4.65 lakh     ,
2014 Hyundai Santa Fe       ,4 WD AT                            ,1.3L km    ,Diesel    ,Auto         ,"EMI ₹16,574/m*" ,₹4.99 lakh     ,
2023 Hyundai Verna          ,SX 1.5 l MPI                       ,18.04k km  ,Petrol    ,Manual       ,"EMI ₹20,462/m*" ,₹10.75 lakh    ,
2024 Hyundai NEW I20        ,SPORTZ 1.2 IVT                     ,15.18k km  ,Petrol    ,Auto         ,"EMI ₹16,160/m*" ,₹8.49 lakh     ,
2019 Hyundai Creta          ,SX AT 1.6 PETROL                   ,46.49k km  ,Petrol    ,Auto         ,"EMI ₹16,845/m*" ,₹8.85 lakh     ,
2021 Hyundai VENUE          ,SX PLUS 1.0 TURBO DCT              ,46.98k km  ,Petrol    ,Auto         ,"EMI ₹16,103/m*" ,₹8.46 lakh     ,
2013 Hyundai New Elantra    ,1.6 SX MT DIESEL                   ,1.3L km    ,Diesel    ,Manual       ,"EMI ₹18,170/m*" ,₹3.86 lakh     ,
2012 Hyundai New Elantra    ,1.6 CRDI                           ,1.0L km    ,Diesel    ,Manual       ,"EMI ₹33,141/m*" ,₹3.73 lakh     ,
2021 Hyundai NEW I20        ,SPORTZ 1.2 AT                      ,20.00k km  ,Petrol    ,Auto         ,"EMI ₹14,057/m*" ,₹7.19 lakh     ,
2017 Hyundai Creta          ,SX PLUS 1.6 PETROL                 ,34.24k km  ,Petrol    ,Manual       ,"EMI ₹15,132/m*" ,₹7.74 lakh     ,
2020 Hyundai VENUE          ,SX PLUS 1.0 TURBO DCT              ,34.39k km  ,Petrol    ,Auto         ,"EMI ₹15,265/m*" ,₹8.02 lakh     ,
2020 Hyundai VENUE          ,SX PLUS 1.0 TURBO DCT              ,63.04k km  ,Petrol    ,Auto         ,"EMI ₹14,956/m*" ,₹7.65 lakh     ,
2019 Hyundai Creta          ,SX AT 1.6 PETROL                   ,83.47k km  ,Petrol    ,Auto         ,"EMI ₹17,892/m*" ,₹9.40 lakh     ,
2023 Hyundai Verna          ,SX(O) 1.5 MPI IVT                  ,3.12k km   ,Petrol    ,Auto         ,"EMI ₹26,648/m*" ,₹14.00 lakh    ,
2022 Hyundai Creta          ,SX (O) AT 1.5 DIESEL               ,41.83k km  ,Diesel    ,Auto         ,"EMI ₹30,455/m*" ,₹16.00 lakh    ,
2022 Hyundai NEW I20        ,ASTA (O) 1.0 TURBO GDI DCT         ,51.64k km  ,Petrol    ,Auto         ,"EMI ₹16,617/m*" ,₹8.73 lakh     ,
2022 Hyundai Creta          ,S PLUS 1.4 TURBO DCT               ,34.42k km  ,Petrol    ,Auto         ,"EMI ₹24,744/m*" ,₹13.00 lakh    ,
2024 Hyundai EXTER          ,SX 1.2 MT Hy-CNG Duo               ,13.52k km  ,Petrol    ,Manual       ,"EMI ₹16,940/m*" ,₹8.90 lakh     ,
2017 Hyundai New Elantra    ,2.0 SX(O) AT PETROL                ,1.1L km    ,Petrol    ,Auto         ,"EMI ₹17,195/m*" ,₹7.73 lakh     ,
2021 Hyundai ALCAZAR        ,1.5 SIGNATURE (O) AT 6STR          ,37.33k km  ,Diesel    ,Auto         ,"EMI ₹31,635/m*" ,₹16.62 lakh    ,
2023 Hyundai Verna          ,SX (O) 1.5 VTVT IVT                ,9.07k km   ,Petrol    ,Auto         ,"EMI ₹30,455/m*" ,₹16.00 lakh    ,
2024 Hyundai EXTER          ,SX 1.2 CNG MT                      ,8.00k km   ,Petrol    ,Manual       ,"EMI ₹15,246/m*" ,₹8.01 lakh     ,
2020 Hyundai Verna          ,1.6 VTVT SX + AT                   ,14.59k km  ,Petrol    ,Auto         ,"EMI ₹15,551/m*" ,₹8.17 lakh     ,
2023 Hyundai Verna          ,1.5 TURBO GDI MT SX                ,18.30k km  ,Petrol    ,Manual       ,"EMI ₹22,841/m*" ,₹12.00 lakh    ,
2022 Hyundai NEW I20 N LINE ,N8 1.0 TURBO GDI IMT               ,38.90k km  ,Petrol    ,Manual       ,"EMI ₹13,196/m*" ,₹7.00L         ,₹6.75 lakh
2018 Hyundai i20 Active     ,1.2 SX                             ,17.56k km  ,Petrol    ,Manual       ,"EMI ₹12,414/m*" ,₹6.35 lakh     ,
2014 Hyundai Santa Fe       ,4 WD AT                            ,95.59k km  ,Diesel    ,Auto         ,"EMI ₹25,442/m*" ,₹7.66 lakh     ,
2019 Hyundai XCENT PRIME    ,T  VTVT PLUS  CNG                  ,1.6L km    ,Petrol    ,Manual       ,"EMI ₹8,809/m*"  ,₹3.96 lakh     ,
2011 Hyundai i10            ,MAGNA 1.2                          ,39.60k km  ,Petrol    ,Manual       ,"EMI ₹8,863/m*"  ,₹1.00 lakh     ,
2013 Hyundai i20            ,MAGNA (O) 1.4 CRDI                 ,81.47k km  ,Diesel    ,Manual       ,"EMI ₹10,544/m*" ,₹2.24 lakh     ,
2013 Hyundai Verna          ,FLUIDIC 1.6 CRDI SX                ,1.3L km    ,Diesel    ,Manual       ,"EMI ₹15,016/m*" ,₹3.19 lakh     ,
2014 Hyundai Xcent          ,S (O) 1.2                          ,94.60k km  ,Petrol    ,Manual       ,"EMI ₹7,373/m*"  ,₹2.80 lakh     ,
2012 Hyundai i10            ,MAGNA 1.2                          ,94.31k km  ,Petrol    ,Manual       ,"EMI ₹7,061/m*"  ,₹1.50 lakh     ,
2023 Hyundai VENUE          ,S(O) 1.2                           ,4.97k km   ,Petrol    ,Manual       ,"EMI ₹17,549/m*" ,₹9.22 lakh     ,
2015 Hyundai Verna          ,FLUIDIC 1.6 VTVT S O AT            ,75.03k km  ,Petrol    ,Auto         ,"EMI ₹8,586/m*"  ,₹3.86 lakh     ,
2023 Hyundai VENUE N LINE   ,N6 1.0 TURBO DCT                   ,15.81k km  ,Petrol    ,Auto         ,"EMI ₹22,175/m*" ,₹11.65 lakh    ,
2015 Hyundai Elite i20      ,MAGNA 1.4 CRDI                     ,61.36k km  ,Diesel    ,Manual       ,"EMI ₹11,192/m*" ,₹4.25 lakh     ,
2016 Hyundai Elite i20      ,SPORTZ 1.2                         ,72.90k km  ,Petrol    ,Manual       ,"EMI ₹7,820/m*"  ,₹4.00 lakh     ,
2019 Hyundai Creta          ,SX AT 1.6 PETROL                   ,44.62k km  ,Petrol    ,Auto         ,"EMI ₹15,551/m*" ,₹8.17 lakh     ,
2011 Hyundai i10            ,SPORTZ 1.2                         ,53.84k km  ,Petrol    ,Manual       ,"EMI ₹11,550/m*" ,₹1.30 lakh     ,
2015 Hyundai Creta          ,SX PLUS 1.6 PETROL                 ,1.3L km    ,Petrol    ,Manual       ,"EMI ₹15,349/m*" ,₹6.90 lakh     ,
2014 Hyundai Eon            ,D-LITE+                            ,7.28k km   ,Petrol    ,Manual       ,"EMI ₹3,739/m*"  ,₹1.42 lakh     ,
2016 Hyundai Creta          ,SX PLUS AT 1.6 DIESEL              ,2.0L km    ,Diesel    ,Auto         ,"EMI ₹16,861/m*" ,₹7.58 lakh     ,
2019 Hyundai Creta          ,SX 1.6 PETROL                      ,43.66k km  ,Petrol    ,Manual       ,"EMI ₹15,362/m*" ,₹7.86 lakh     ,
2016 Hyundai Creta          ,SX PLUS 1.6 PETROL                 ,31.81k km  ,Petrol    ,Manual       ,"EMI ₹12,219/m*" ,₹6.25 lakh     ,
2014 Hyundai Elite i20      ,SPORTZ 1.2                         ,40.41k km  ,Petrol    ,Manual       ,"EMI ₹9,217/m*"  ,₹3.50 lakh     ,
2014 Hyundai Verna          ,FLUIDIC 1.6 VTVT SX AT             ,96.90k km  ,Petrol    ,Auto         ,"EMI ₹11,245/m*" ,₹4.27 lakh     ,
2017 Hyundai Creta          ,SX PLUS AT 1.6 PETROL              ,63.45k km  ,Petrol    ,Auto         ,"EMI ₹14,213/m*" ,₹7.27 lakh     ,
2014 Hyundai i20            ,ASTA 1.2                           ,44.90k km  ,Petrol    ,Manual       ,"EMI ₹8,743/m*"  ,₹3.85L         ,₹3.32 lakh
2012 Hyundai Verna          ,FLUIDIC 1.4 VTVT                   ,64.70k km  ,Petrol    ,Manual       ,"EMI ₹12,945/m*" ,₹3.03L         ,₹2.75 lakh
2013 Hyundai i10            ,MAGNA 1.2                          ,55.42k km  ,Petrol    ,Manual       ,"EMI ₹5,480/m*"  ,₹2.10L         ,₹1.65 lakh
2022 Hyundai NEW I20 N LINE ,N6 1.0 TURBO GDI IMT               ,28.61k km  ,Petrol    ,Manual       ,"EMI ₹14,198/m*" ,₹9.04L         ,₹7.26 lakh
2019 Hyundai Creta          ,S 1.4 DIESEL                       ,81.38k km  ,Diesel    ,Manual       ,"EMI ₹15,838/m*" ,₹9.09L         ,₹8.32 lakh
2020 Hyundai NEW I20        ,ASTA 1.0 GDI TURBO DCT             ,71.36k km  ,Petrol    ,Auto         ,"EMI ₹13,142/m*" ,₹7.85L         ,₹6.72 lakh
2012 Hyundai i20            ,ASTA 1.2                           ,71.71k km  ,Petrol    ,Manual       ,"EMI ₹12,474/m*" ,₹2.65 lakh     ,
2018 Hyundai Grand i10      ,MAGNA AT 1.2 KAPPA VTVT            ,55.95k km  ,Petrol    ,Auto         ,"EMI ₹7,820/m*"  ,₹4.06L         ,₹4.00 lakh
2015 Hyundai Xcent          ,S 1.2                              ,36.89k km  ,Petrol    ,Manual       ,"EMI ₹6,673/m*"  ,₹3.37L         ,₹3.00 lakh
2015 Hyundai Elite i20      ,ASTA 1.2                           ,40.91k km  ,Petrol    ,Manual       ,"EMI ₹7,674/m*"  ,₹3.45 lakh     ,
